CBDmax_mean;CBDmax_std;THCmax_mean;THCmax_std;LeaflyStrain;Effects__Aroused;Effects__Creative;Effects__Energetic;Effects__Euphoric;Effects__Focused;Effects__Giggly;Effects__Happy;Effects__Hungry;Effects__Relaxed;Effects__Sleepy;Effects__Talkative;Effects__Tingly;Effects__Uplifted;Medical__Cramps;Medical__Depression;Medical__Eye Pressure;Medical__Fatigue;Medical__Headaches;Medical__Inflammation;Medical__Insomnia;Medical__Lack of Appetite;Medical__Muscle Spasms;Medical__Nausea;Medical__Pain;Medical__Seizures;Medical__Spasticity;Medical__Stress;Negatives__Anxious;Negatives__Dizzy;Negatives__Dry Eyes;Negatives__Dry Mouth;Negatives__Headache;Negatives__Paranoid
0.637551606;1.317442904;23.78877715;15.93493717;lemon-diesel;;;;100;;;97.37513337;52.13598626;64.02207255;;;;66.6748633;;65.12245533;;70.50515601;;;;31.91172549;;;71.0540937;;;100;18.58587725;30.24478755;39.96488634;100;;19.35199341
2.645585556;5.514925008;17.10523167;4.825296606;lemon-drop;;;;90.20963025;65.90363217;;100;;93.01178047;;;;69.92957862;;72.46648026;;35.30085203;;;;;46.20549966;;;23.97349244;;100;1.198480887;3.116050305;71.62868883;100;6.057776118;
0.429962143;0.607645518;44.295585;30.26800597;lemon-g;;57.30282376;;72.22492697;;;64.82473223;;100;;;;94.15774099;;72.76147479;;;;59.44319037;;38.63807374;;;73.77727615;;;100;;7.36196319;81.59509202;100;5.521472393;7.36196319
0.534645714;2.286719917;25.12650391;18.72746149;lemon-haze;;;66.62194045;73.85351154;;;100;;77.16819071;;;;89.51719126;;85.79017268;;32.9562869;26.72421888;;;;;;47.09426247;;;100;34.49231677;38.93284896;35.23369153;100;;21.26266419
0.250508889;0.162483947;21.52160333;9.452433276;lemon-jack;;;80.30666667;46.41333333;100;;48.65333333;;66.94666667;;;;;;26.95384615;;25.01538462;9.046153846;;;30.64615385;;;;;;100;96.09120521;7.817589577;100;42.71754304;;91.20521173
0.328417905;1.079678015;27.99178536;19.16259332;lemon-kush;;;;80.89126301;;;78.21606706;57.78709171;100;;;;87.25112213;;68.23711669;;37.37723524;;;40.20180849;;;;59.71244776;;;100;16.0532912;19.69984106;61.51527039;100;;41.01926594
0.188701176;0.257564837;22.94640941;3.327324889;lemon-marmalade;;;;74.83443709;;;100;;61.58940397;;;77.48344371;90.72847682;90.74074074;18.51851852;;;72.22222222;;72.22222222;;;;;;;100;11.36363636;;11.36363636;100;;
0.162387345;0.132910491;22.52311748;11.86374926;lemon-meringue;;85.26653844;70.74775022;67.30438964;;;98.88198118;;;;;;100;;91.29901555;;61.64274586;51.89764328;;;;;;57.67509695;;;100;33.4670704;4.1332324;100;53.33838002;;24.40575322
0.281014962;0.730088188;25.68000537;16.17427042;lemon-og;;;;87.91995;;;95.86559087;;100;77.72745689;;;69.76642661;;60.4810364;;;;;64.53583669;94.30084059;;;90.48883747;;;100;12.81254474;24.44144076;37.19335034;100;;28.68421717
0;;22.6849;;lemon-og-haze;;;100;100;100;;;;93.57400722;;;;93.57400722;;96.6977138;;;93.3954276;;;94.49618967;;;98.89923793;;;100;3.084223013;5.278766311;69.15776987;100;;2.31316726
0.749958;0;63.52241;0;lemon-pie;;;89.26746167;100;;;65.58773424;;71.37989779;;;;82.45315162;;75.2688172;;100;;;62.3655914;65.59139785;;;;;;97.31182796;;1.948051948;96.1038961;100;11.36363636;37.66233766
0.216536698;0.235683442;26.14224672;17.9959695;lemon-skunk;;76.481462;;97.56927327;;;100;;85.51276113;;;;95.36850669;;85.50065818;;;29.85258594;;;;;29.88870802;90.69015326;;;100;23.96975786;13.34213247;100;78.85953039;;9.130061958
0.376111429;0.399044446;36.54856143;30.24406314;lemon-thai;;;69.68069233;;;;100;;65.63214961;;67.79070924;;67.33313439;;94.55591413;;;40.90079978;;;12.86656377;;;12.22113091;;;100;6.614659516;0.926377377;93.38534048;100;;1.543962295
0.240049697;0.366466741;23.50437302;15.10019341;lemon-wreck;;76.85185185;;84.25925926;73.14814815;;;;100;;;69.44444444;;54.11764706;64.70588235;;;;;67.05882353;61.17647059;;;;;;100;42.10526316;;89.47368421;100;8.771929825;49.12280702
0.210651315;0.192448405;22.4662511;13.55547854;lemonberry;;;;84.94260635;;50.9790682;100;;73.39635381;;;;71.91087103;;100;;;81.48148148;;;79.97256516;;;43.07270233;;;40.05486968;3.678929766;7.357859532;30.10033445;100;2.452619844;
0.063526933;0.097121418;25.74763752;17.40980195;lemonder;;;;100;52.94117647;56.8627451;;;69.60784314;;;;62.74509804;;70;;20;;;23.33333333;;;;26.66666667;;;100;;;;;;
0.1969595;0.139870147;22.5188125;2.50289466;lemonhead-og;;;;74.23412757;;;100;;99.27482611;;;53.55927187;52.13852301;;78.90921643;;58.85398688;;;;38.60890576;;;21.57404211;;;100;7.478890229;34.25814234;73.22074789;100;7.478890229;
0.165291319;0.202747316;28.60571262;10.82197501;liberty-haze;;49.50545922;;;;72.01027617;100;;92.99935774;60.91843288;;;;;100;;;;;44.07799915;15.93895719;;;14.43832132;;;62.55192878;16.04740977;60.14116394;23.50512718;100;;8.483153549
0.176666667;0.040414519;50.537;31.80564898;lifesaver;;;83.26180258;98.71244635;;;;;100;;;83.26180258;93.56223176;;;;;;58.33333333;;;60.25641026;;100;;56.41025641;74.67948718;;15.38461538;30.76923077;100;;15.38461538
0.041428571;0.105309591;28.22013571;22.65200467;light-of-jah;;;100;27.93946449;;;24.56344587;;16.53084983;;;;23.63213038;;;;;;33.58208955;33.58208955;33.58208955;;33.58208955;;;;100;;1.038961039;6.363636364;100;6.363636364;
0.309932952;0.413206853;26.5758071;13.44951199;lime-skunk;;;81.21452468;;91.83550727;;81.21828365;;72.86208322;;;;100;;97.36238199;;100;;36.65649964;;;;;54.55628177;;;93.54829339;100;37.08587548;45.01738503;45.69966542;;28.47208555
0.346666667;0.30022214;19.19136667;1.76905896;limon;;63.0952381;97.61904762;100;;;67.85714286;;;;;;60.71428571;;77.77777778;;55.55555556;;44.44444444;;;;;100;;;66.66666667;80;60;100;80;;60
0.328673781;1.237184805;25.35786438;15.72124005;locktite;;100;;58.12053115;;49.54034729;70.17364658;;;;;;66.59856997;;90.45307443;;77.66990291;;;;77.66990291;;;94.33656958;;;100;2.86259542;8.396946565;29.96183206;100;92.36641221;
0.141732;0.134234462;29.613632;23.86509392;locomotion;;;;67.38670055;47.98814062;;58.49216434;;100;;;;50.1905972;;100;;;;37.45210728;42.43295019;;;;62.54789272;;;98.65900383;12.2406639;12.2406639;33.71369295;100;;2.697095436
0.207100685;0.368768863;30.24432295;18.67404466;lodi-dodi;;;;100;;60.20848311;95.93817398;;77.71387491;;;;65.70812365;;70.38167939;;47.32824427;46.64122137;;35.80152672;;;;;;;100;28.11881188;100;58.01980198;42.37623762;70.0990099;
0.153555569;0.33279457;28.66405845;17.10269934;lost-coast-og;;32.85108506;;54.75180843;;;85.30805687;;100;;;;90.42155151;;70.83333333;;28.14465409;;;40.17295597;;;;23.27044025;;;100;100;31.05802048;78.83959044;31.05802048;;52.21843003
0.0575;0.06448514;12.56865;4.148768246;loud-dream;;;;93.24324324;100;;92.22972973;;74.66216216;;;;57.43243243;;86.81318681;;;;78.02197802;;;78.02197802;;100;;;100;;10.38961039;48.7012987;100;5.194805195;7.792207792
0.351351429;0.455558441;15.87338571;1.979514408;loud-scout;;;;95.28301887;89.3081761;;100;;;;83.01886792;;95.28301887;;2.083333333;;2.083333333;100;;;;;2.083333333;2.083333333;;;;;;2.040816327;100;13.87755102;
0.061578947;0.070574087;18.33905368;20.32108339;love-potion;70.03567182;;100;;79.78596908;;74.79191439;;;;;;67.18192628;;100;;57.11610487;;;;;;50.37453184;55.80524345;;;41.38576779;100;48.93617021;12.76595745;76.59574468;;28.72340426
0.4;0.264575131;35.70513333;30.91438572;love-potion-9;;;42.96875;98.828125;44.140625;;100;;;;88.28125;;;;92.30769231;;;38.46153846;;38.46153846;;;;84.61538462;;;100;;2.34375;4.6875;100;4.6875;
0.284748619;1.049380199;24.15185121;16.28815381;lsd;;64.71193134;;90.107618;;;89.73121737;;100;;;;70.09478937;;100;;35.72839764;;;;;;26.9352533;60.3333181;;;92.58220896;23.37061482;35.96749109;66.72553599;100;21.84667819;
0.09058;0.149252211;19.34160296;4.632031103;lucid-dream;82.47545768;;100;;19.84611303;85.75218891;;;;;;87.56964712;;;88.7340302;;64.45993031;;;;55.6329849;;55.6329849;;;;100;9.656925032;;63.27827192;100;19.56797967;7.242693774
0.326693208;0.368394157;29.51002113;16.04422366;lucky-charms;;54.52474415;;61.85160522;;;100;;79.81564559;;;;84.13009954;;72.23067025;;70.72172184;54.92650213;;;;;;100;;;81.70156354;;36.86429396;65.21700541;100;24.40756191;9.132865892
33.8;0;32.05062;0;lucy;;61.50341686;;;;;79.04328018;;100;27.1070615;;;74.25968109;;75.12077295;;;76.32850242;85.02415459;;;;77.77777778;100;;;;;;100;29.96941896;;
0.023333333;0.040414519;15.192103;5.273453424;mad-dawg;;;;100;;;98.51851852;;98.51851852;;91.85185185;;96.2962963;;96.06299213;;1.57480315;;;3.149606299;;;;3.937007874;;;100;0.806451613;0.806451613;100;4.838709677;97.58064516;
0.1090234;0.08045774;20.385796;3.859765516;mad-scientist;;91.4893617;89.36170213;;;;100;;36.17021277;;;;93.61702128;;37.5;;;;;100;;;37.5;87.5;;;50;;;50;100;75;50
0.19467;0.140306115;28.7600375;22.43501716;magnum;;;75.41899441;;91.62011173;;72.06703911;;100;;;;68.7150838;;100;62.96296296;;;;5.555555556;;;;91.66666667;;;100;;4.054054054;20.27027027;100;;4.054054054
0.392925333;0.35190504;19.43352;2.950009719;magnum-pi;;;67.6056338;61.97183099;70.42253521;;56.33802817;;;;;;100;;100;;92.68292683;63.41463415;;;;;;12.19512195;;;19.51219512;100;;;16.66666667;;
2.137224;4.690441685;27.041299;9.191145588;malawi;;;100;83.58831711;86.69448308;;;;;;;69.44830783;66.62030598;;100;;46.20758483;;;;;35.47904192;44.41117764;;;;63.42315369;80.06932409;81.62911612;47.02484113;100;;81.10918544
0.267210526;0.149303021;14.34964737;2.216669413;mammoth;;;;;90.2173913;;100;73.91304348;100;;;;56.52173913;;;;80.43478261;80.43478261;100;;;73.91304348;;100;;;;;;100;100;;
0.344798182;0.564288957;32.41398136;26.84596583;mandala-1;;96.77419355;93.5483871;100;;;90.32258065;;;;;;90.32258065;92.30769231;96.15384615;;;100;;;;;100;;;;96.15384615;8.333333333;100;8.333333333;12.5;;4.166666667
0.293645991;0.507776428;30.57842404;21.14218287;mango;;;;55.73817597;59.89310959;;100;83.61013735;76.90937302;;;;;;47.59767687;;;;;27.13833157;100;;;53.14149947;;;93.78299894;9.349039058;5.98884067;37.9417235;100;;5.728456293
1.530263175;4.031164328;27.64132684;21.76832877;mango-haze;;64.43676748;;92.31853564;;;100;;87.49091274;;;;98.66070109;;91.63175051;;39.99626269;;;30.81494093;;;;70.26763283;;;100;32.55709592;22.15408895;41.95597373;100;3.720458153;
0.271499423;0.590234823;27.56729298;22.24153813;mango-kush;;;;88.12640098;;53.96932007;100;;95.37803708;;;;57.35735436;;95.55301513;;46.03188342;;;89.78980345;;;;81.37213675;;;100;;20.10358162;80.75222749;100;18.21236994;19.14835945
0.71;0.414584129;16.36166667;0.829443589;mango-tango;;;;43.53697749;;42.8778135;81.35048232;;100;66.44694534;;;;;75.34435262;;73.96694215;33.33333333;;;;;;79.75206612;;;100;8.357709987;7.480150439;91.64229001;100;;23.77768491
0.368248947;0.599127576;29.77882895;23.2768453;maple-leaf-indica;81.60741886;;;;;;45.44049459;;100;97.68160742;;56.41421947;;90.60052219;94.51697128;;;;;100;;;;98.43342037;;;97.65013055;;0.808625337;3.234501348;100;3.234501348;1.617250674
0.437499664;2.780070582;25.75954325;18.55954692;marionberry-kush;;42.8780537;;47.26428427;;;55.60266505;;100;;;;60.53401979;;100;;;;;91.57598499;47.42026266;;61.66041276;;;;42.14821764;;8.211856171;23.93100097;100;8.916423712;14.31000972
0.354366667;0.177638511;23.50259167;3.911679088;martian-mean-green;;;;;;;;79.71781305;100;41.97530864;41.62257496;;33.33333333;;100;;;;;91.12903226;91.12903226;;;21.77419355;;;37.09677419;;86.04651163;10.07751938;100;3.875968992;3.100775194
0.311819818;0.865905145;24.68295341;18.18862935;master-kush;;;;63.85041407;;;62.2425848;;100;62.82798784;;;32.45467251;;63.36548463;;;60.42497776;;83.28363041;;;;75.62661609;;;100;26.19223722;25.74552767;69.398954;100;;13.28971368
0.28549;0.328614814;19.34379333;2.885349921;master-skunk;;4.663212435;;66.32124352;;;5.18134715;;100;;;;5.18134715;;69.78021978;;;;;100;;96.7032967;;97.8021978;;;69.23076923;1.62601626;48.7804878;4.87804878;100;;2.43902439
0.256161127;0.29779836;25.56501275;17.76584492;matanuska-thunder-fuck;;78.06524184;83.97075366;96.62542182;;;100;;88.35770529;;;;;;100;;48.42767296;;;;61.00628931;;;68.55345912;;;92.45283019;14.17322835;;41.73228346;100;27.55905512;15.7480315
2.268405714;3.647229937;14.02886286;7.519561531;mataro-blue;;;;76.67304015;39.96175908;;78.20267686;;100;;;;71.31931166;;100;;47.08994709;;;55.29100529;;;;64.55026455;;;98.94179894;7.303370787;12.35955056;;26.96629213;100;7.303370787
0.345566433;0.644712174;32.51284825;24.60725918;maui;;;91.97612732;;;;86.60477454;;89.05835544;;82.4933687;;100;;89.24205379;44.86552567;59.65770171;;;;;;54.27872861;;;;100;100;20.22727273;;22.5;20.22727273;100
0.150251429;0.168970003;29.692845;20.4864144;maui-mango-diesel;;88.23529412;87.30650155;;85.44891641;;;;100;;;;95.9752322;;29.03225806;;;;;100;90.32258065;;;38.70967742;;;100;1.111111111;;1.111111111;12.59259259;;100
0.664047018;3.036190694;23.35395885;15.90467657;maui-wowie;;71.44895005;;75.11915661;;;100;;61.0770361;;;;83.67678765;;94.33517364;;41.92714266;;;;33.51722032;;;43.53809605;;;100;22.54812344;12.61834241;54.34807556;100;;31.80054569
0.34303;0;39.13978;0;mazar-i-sharif;;;;48.79716051;45.37925595;;36.84764033;;100;56.67148679;;;;;94.53015428;;;;;37.40065451;;;33.47358579;64.79663394;;;100;;42.61697955;14.40179322;100;1.092743065;44.0739703
0.262633333;0.174331468;19.80086417;6.535931377;mazar-kush;;;;41.84782609;;;46.19565217;;100;45.65217391;;41.84782609;;;;;;57.14285714;;57.14285714;;;50;100;;;64.28571429;2.097902098;1.398601399;100;57.34265734;2.097902098;
0.322091679;0.585858609;30.01030208;21.70044405;mean-misty;;;50;;;;;;100;;50;50;75;;100;;;;;100;;;;;;;100;;;;;;
0.19294;0;12.6149;0;medibud;;;;91.93962749;;;26.75016057;;100;68.72190109;;;33.20488118;;72.70375162;;;38.93919793;36.99870634;;;;;75.29107374;;;100;20.3373494;100;2.409638554;22.74698795;;9.927710843
2.258756667;8.548405335;20.09242039;15.95128146;medicine-man;;;;63.17108089;;;59.87831067;;100;;;54.11596278;65.56907659;;;;;36.37393768;;;;49.2917847;29.97167139;100;;;79.26345609;63.04347826;13.33333333;56.66666667;100;;76.37681159
0.075268629;0.076057929;22.19516843;16.55930154;medicine-woman;;;;95.10869565;;;;;100;65.2173913;;65.2173913;75;;;;62.31884058;;89.13043478;;;;60.14492754;100;;;91.30434783;34.12698413;;31.74603175;100;;2.380952381
16.54054615;15.85768227;12.84957824;13.83150269;medihaze;;;76.8650461;;87.34283319;;78.54149204;;100;;;;72.08717519;;82.80839895;;;;76.24671916;;;68.24146982;;100;;;92.51968504;19.37716263;;3.114186851;100;74.39446367;17.30103806
0.211471822;0.750169786;20.82405525;11.0044462;medusa;;84.375;;93.1640625;;;97.0703125;;100;;;;61.1328125;;86.01398601;;50.34965035;;;64.33566434;;;;67.83216783;;;100;;19.68503937;39.37007874;100;7.874015748;7.874015748
0.106923077;0.056330071;22.54982308;2.105100688;mega-jackpot;;;;57.59162304;43.97905759;;100;;62.30366492;;96.85863874;;;;97.27272727;;2.727272727;;;;100;;26.36363636;;;;29.09090909;;;;100;;
0.303597;0.670507055;18.49750132;7.718596503;melon-gum;77.46478873;18.30985915;;;;;100;;98.5915493;;;;19.71830986;;80;;90;;60;;;;;80;;;100;9.090909091;27.27272727;27.27272727;100;;18.18181818
0.124373659;0.454742075;29.94146862;21.48050252;memory-loss;;;;100;;;86.37931034;79.65517241;68.44827586;;;;87.5862069;;;;;;;49.91273997;75.7417103;52.35602094;;86.73647469;;;100;19.48717949;;21.28205128;100;17.69230769;
0.180922326;0.202853093;36.99900535;25.66324329;mendo-breath;;;;62.4683501;;;68.29307238;;100;66.22984101;;;43.47270695;;74.85296012;;;;42.44622848;74.28841283;;;;96.59769029;;;100;13.3707483;20.60884354;53.26870748;100;;5.30952381
0.397184577;1.052987512;22.8576399;18.50197657;mendocino-purps;;55.80504937;;100;;;93.7415436;;91.01822264;;;;66.9027262;;74.6936601;;;;62.46374238;;;67.85650861;;96.68501746;;;100;;4.327563249;68.00456534;100;9.663306068;2.996005326
0;;18.5;;merlot-og;;;;77.77777778;;;88.88888889;;100;44.44444444;;;77.77777778;;60;;;80;;80;;;;60;;;100;;100;50;75;;
0.347736902;0.833281276;27.64755513;20.15215339;mickey-kush;;87.73800457;;92.04112719;56.68316832;;99.77151561;;;;;;100;;96.91958495;;89.16990921;;21.62775616;;;;;24.74059663;;;100;2.489626556;100;27.17842324;33.40248963;;8.661825726
0.441713651;0.843088954;31.7425174;20.48500677;middlefork;;;;100;;;98.72582131;;95.65551121;;;90.68160884;93.41418483;;95.23637022;;;94.91034233;90.3097265;;;;;98.69588843;;;100;42.29828851;37.89731051;48.8997555;100;;33.49633252
0.366666667;0.230940108;14.5655;0.871914377;midnight;;;;86.43081761;;42.05974843;100;;59.71698113;;;42.95597484;;;83.70565046;;;76.21550591;;;;76.21550591;;94.34954008;;;100;68.00660793;70.09911894;33.03964758;100;;66.96035242
0.277726061;0.202172975;25.39739121;16.4899847;milf;;;;80;;50;100;;70;;;;70;50;50;;;50;50;;;;;;;;100;;100;75;100;25;25
0.179339667;0.294990781;23.36860583;10.73650372;mint-chocolate-chip;;;;76.74418605;;;100;;100;;;69.76744186;45.73643411;;89.77272727;;;77.27272727;;55.68181818;;;;56.81818182;;;100;;;;100;77.55102041;
0.332663636;0.209853852;39.01068364;21.76218265;mission-kush;;100;;64.28571429;85.71428571;85.71428571;;;92.85714286;;;;;;100;;100;66.66666667;;;100;;;100;;;;;;20;;100;20
0.67529;0;17.7161;0;misty-kush;;79.375;;96.25;;;100;;88.75;;;;85;;83.78378378;;;;;;83.78378378;16.21621622;;100;;;87.83783784;;8.450704225;4.225352113;100;8.450704225;4.225352113
0.206612637;0.346211469;27.16786552;13.48270371;mk-ultra;;;;72.72428578;;;57.21443709;42.27711061;100;59.55381052;;;;;63.56892167;;;;;100;59.06100918;;;95.31345228;;;87.79606162;;25.63212851;52.75341365;100;19.75261044;15.19678715
0.081834583;0.075647278;26.95405917;16.20743032;mob-boss;;82.13084591;64.13651651;63.06423153;;;100;;;;;;92.55508468;;100;;60.9416763;31.1063646;;;37.38809716;;;;;;74.55559835;4.372513892;;15.27647041;100;21.23402059;67.83469468
0.2816752;0.314856955;22.38033228;16.43554768;moby-dick;;;78.12690772;100;;;98.79026873;;;;76.04348165;;78.91475524;;100;35.16019646;56.55804994;;;;37.99389439;;;;;;83.47707248;27.46156525;14.04280703;33.74596951;100;;30.36545258
0;;18.1539;;money-maker;;;;58.38509317;;;59.31677019;;100;43.47826087;;75.46583851;;;98.48484848;;;;;100;98.48484848;;;11.36363636;;;99.24242424;;98.36065574;98.90710383;100;32.24043716;1.092896175
0.290976;0.55029679;32.78998486;26.76163197;monkey-paw;;45.01845018;;63.19188192;;;100;;86.99261993;;;;94.83394834;;98.57881137;;;;;;84.10852713;30.36175711;;31.78294574;;;100;1.812191104;1.812191104;100;53.54200988;;33.27841845
0.21056;0.402480062;24.19092765;17.32741145;monolith;;;;50;50;;;;100;75;;50;;;50;;;;;100;100;;;100;;;100;;;;;;
0.346200088;0.527630508;32.21874812;23.44710082;monster-cookies;;;;58.95678461;;;56.32463987;31.44500837;100;48.71226879;;;;;;;;62.45715492;;64.67616433;83.0552803;;;100;;;75.36834581;;18.80906445;58.25185573;100;3.026388934;7.637094928
0.189524962;0.214610529;21.92896717;10.09359931;montana-silvertip;;;;86.87555424;;69.64232929;100;;93.91073012;;;;84.09695537;;;;;77.53335737;80.92318788;81.24774612;;;;91.27298954;;;100;6.691449814;;100;36.80297398;41.63568773;
0.82006;2.748036149;26.674734;19.7922923;moon-cookies;;100;;90.8045977;82.75862069;;64.36781609;82.75862069;;;;;;;36.36363636;;;46.75324675;;;70.12987013;;;100;;;53.24675325;;21.73913043;89.13043478;100;;
0.198502103;0.105726077;21.78125983;13.71575905;moonshine-haze;;55.94926515;;68.80746259;57.09012818;;89.2960204;;;;;;100;;86.0930007;;50.37986961;;;;32.25389299;;;92.68279541;;;100;29.79544296;;63.63106937;100;24.48860741;2.533304215
1.455708623;1.03595271;31.33680577;18.93709508;moonwalker-kush;;;;87.5;50;37.5;75;;100;;;;;;66.66666667;;;;;66.66666667;100;;66.66666667;;;;100;;;50;100;;
0;0;18.6851;2.052094825;moose-and-lobsta;;58.08317268;79.59239879;;90.663729;;82.45662352;;;;;;100;;91.50812065;;19.07192575;26.96055684;;;;;;56.79814385;;;100;;4.281009879;16.46542261;100;71.35016465;1.427003293
0.137333333;0.132342989;16.1046515;3.061319692;motavation;;66.66666667;;50;50;;;;100;50;;;;;;;75;100;;75;;75;;100;;;;25;75;75;100;;25
0.216836326;0.345536974;29.66961349;21.41172672;mother-tongue;;;83.91608392;88.11188811;;;100;;;;69.23076923;;76.22377622;50;50;;;;;;100;;;59.09090909;;;77.27272727;78.57142857;39.28571429;14.28571429;100;;78.57142857
0.292178602;1.009155807;22.62648436;15.97624805;mr-nice;;;;62.39260282;;;63.1336493;66.93186832;100;;;;62.63930203;;88.93431255;;;;;65.46686568;45.17019562;;;59.74348475;;;100;;27.86976617;73.28096998;100;6.082094991;11.41989865
0.160663165;0.227221077;30.81801949;20.08162448;mt-rainier;5.633802817;;;;;;9.85915493;;100;;;95.77464789;8.450704225;;;;100;50;;50;;;;100;;;100;;;2.985074627;100;;1.492537313
0.197520983;0.280538467;33.97860338;21.80677834;narnia;;75.22522523;;95.27027027;;;76.8018018;;;;;68.46846847;100;;91.37931034;;62.06896552;;;;;;43.10344828;36.20689655;;;100;14.54965358;100;63.74133949;89.6073903;;9.699769053
0.1;;14;;nebula;;69.55466232;71.19035301;100;;;82.01536196;;;;;;80.05332909;;100;;71.95351759;66.88651591;;67.4099665;;;;78.23492462;;;;;8.815903198;74.57985211;100;8.575818688;9.536156727
0.185373333;0.238796178;34.59726667;21.89599324;nepalese;;94.092827;;96.20253165;;;100;;95.10548523;;;;92.99578059;;95.71428571;;86.69642857;;;;96.42857143;;56.875;;;;100;45.84221748;2.132196162;100;49.04051173;0.533049041;
0.06754;0.037481579;13.340245;4.478915957;nepalese-jam;;50;;;50;;;;100;;;;100;;;;;;;;;;;;;;;;;100;;;
0.141528645;0.188785218;29.71859984;19.65960839;nevilles-haze;;89.08438061;88.76122083;;;60.14362657;98.09694794;;;;100;;;;93.47826087;;85.65217391;;;;;;86.30434783;92.17391304;;;100;2.301790281;2.301790281;100;55.7544757;;1.918158568
0.11385;0.056813284;19.439665;3.40153515;nicole-kush;;;;61.11111111;;;83.33333333;;100;55.55555556;;;50;;100;;50;50;;62.5;;;;;;;87.5;;;50;100;;
0.425989085;1.263645656;21.42789315;17.66431508;night-nurse;;;;44.37400951;;;22.02852615;;100;96.67194929;;17.27416799;;;12.61595547;;;;;100;;;;64.56400742;;11.50278293;61.78107607;62.89308176;62.89308176;65.72327044;100;;
0.391428571;0.394986437;31.45896714;23.33093488;night-terror-og;;;;;;;50.12875536;35.64377682;94.61373391;100;;33.58369099;;;57.17171717;;;;;100;45.18518519;;;62.8956229;;;93.77104377;1.454545455;5.318181818;43.36363636;100;0.727272727;
0.173583333;0.1912813;18.94608828;8.498267538;night-train;;;;100;;;;;15.38461538;100;;7.692307692;3.846153846;;;;;7.692307692;;100;;96.15384615;;100;;;7.692307692;;;;;;
0.24512005;0.196683361;29.35907798;17.68418277;nightfire-og;;16.77419355;;24.51612903;19.35483871;;25.80645161;;;;;;100;;100;40;40;40;;;;;;;;;100;100;;;100;;
0.600997189;3.659638336;28.70877926;17.2868953;nightmare-cookies;;66.80455016;;100;;;54.80868666;;51.08583247;;;;42.3991727;;100;;;;;7.598784195;16.10942249;;;21.58054711;;;27.65957447;;74.50980392;54.90196078;84.31372549;54.90196078;100
0.65;;6.262763;;nl5-haze-mist;;80;;100;;;;;100;;60;;80;;75;;25;;;;;;25;;;;100;;;33.33333333;100;;
10.03266022;10.8066993;12.76938744;14.48422117;nordle;;79.18781726;;;80.96446701;;12.18274112;;100;;;;9.898477157;;18.1547619;;;;;94.3452381;;;14.88095238;14.88095238;;;100;0.347222222;100;9.027777778;13.19444444;;0.694444444
0.618454214;0.298471126;22.39921643;9.914039961;northern-cross;;100;100;100;100;;;;;;;;100;;;;;;;;100;;;;;;;100;;;;;
0.67160432;2.762591357;28.17619298;22.27275609;northern-lights;;;;61.50548972;;;65.98265584;;100;64.00260716;;;35.25175267;;60.28059294;;;;;92.97923098;;36.85939728;;83.32455285;;;100;19.48677352;20.85792467;49.44135696;100;;18.45713697
0.394348738;1.293069413;30.79900156;23.10375069;northern-lights--5;;;;77.89075809;;;96.30536627;;100;74.68057922;;;80.7761925;;71.59989098;;;;82.6474062;;;;83.51049332;95.33932952;;;100;;1.716350497;47.22222222;100;2.574525745;4.719963866
0.52708;0.647892202;51.57033095;18.93908758;northern-lights-5-x-haze;;66.85380642;96.46305861;;49.18032787;;100;;;;;;88.60318886;;100;;75.45063008;36.72037007;;;31.13734248;;;;;;86.82405487;18.97219289;66.4906723;100;92.11545231;;
0.189274;0.135263673;25.45443157;20.09355104;northern-skunk;;;;68.9119171;;;100;35.12953368;91.91709845;;;;53.36787565;;;;;59.76095618;;79.28286853;;;57.17131474;100;;;71.31474104;10.31746032;;60.31746032;100;;3.439153439
0.148333333;0.064005208;38.777645;22.9748602;northern-wreck;;;;100;;53.13628159;99.7066787;54.30956679;73.80415162;;;;;;100;;;;;50.20198311;47.81491003;;;90.30481087;;;58.8688946;14.87469685;16.97655618;100;29.58771221;;14.87469685
0.212602222;0.188982864;29.38942222;21.10886747;northernberry;;78.04272231;;;68.50471932;;;82.8117238;100;93.14456036;;;;;23.08884298;;;;;98.91528926;80.78512397;;;24.53512397;;;100;;85.30150754;100;95.72864322;84.86180905;1.319095477
0.266721165;0.445268789;34.62025771;26.95470829;nuken;;;;57.09655013;;;67.38828433;;100;41.75735124;;;53.94767307;;98.69090909;;;;;47.63636364;57.64848485;;;93.13939394;;;100;;9.039379475;57.01073986;100;2.028639618;1.521479714
3.971945711;9.23216794;25.2864705;20.23448505;nyc-diesel;;68.4892437;;63.87539341;;;90.55127898;;68.23219576;;;;100;;85.37059163;;;;;;72.85628347;;73.63832329;67.02649411;;;100;39.87969973;;50.05886005;100;21.56535481;48.06890657
0.346321143;0.466371938;26.96406152;17.86299325;nypd;;;;22.4852071;69.82248521;;72.18934911;;100;;;;66.27218935;50;57.14285714;;92.85714286;;;;;;;100;;;75;16;24;100;68;12;
0.441998704;1.91784557;20.12557519;12.99776445;obama-kush;;40.46609768;;70.62683565;;;61.29657568;;100;;;;66.09505958;;59.98642457;;;37.52833265;;37.07304065;;;;71.20615258;;;100;19.66647605;55.46695471;47.97338798;100;;5.367146382
